,IR,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
1798,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.6731063576445195e-06,,5.187987298723648e-06,,5.523241512017226e-06,,3.11734645962259e-06,,3.781939169738367e-06,,3.4512659356098104e-06,
1799,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.1696411223443954e-06,,2.837043486725363e-06,,1.8885237494771892e-06,,2.3905019370932913e-06,,2.161296583511893e-06,,2.1253282888898165e-06,
1800,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,4.079245576483866e-06,,7.752013902676402e-06,,4.386481712236213e-06,,3.817688810983736e-06,,5.476994250388596e-06,,3.6476957566026907e-06,
1801,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.9395585791517974e-06,,1.7108338925309106e-06,,2.5472811855089275e-06,,2.3593481952474497e-06,,2.154433086513994e-06,,2.1066045636818425e-06,
1802,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.554470048578961e-06,,5.36490633942904e-06,,8.802608177037431e-06,,3.453057848294035e-06,,4.666875395785541e-06,,5.0643283269100924e-06,
1803,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,3.2377439725482478e-06,,2.6421486166942733e-06,,3.045968365143613e-06,,3.7503111675490564e-06,,3.000864394295186e-06,,2.6450967297204945e-06,
1804,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,3.993932751898066e-06,,6.445286160179011e-06,,6.11024094004793e-06,,4.77115107647849e-06,,3.89244663102036e-06,,3.0373808945204986e-06,
1805,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.7061641876175167e-06,,2.3041795086813902e-06,,1.9427872803851157e-06,,2.4843585944657396e-06,,2.5980058052051473e-06,,2.189769312156534e-06,
1806,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.326264628369055e-06,,5.320823416097014e-06,,6.873364047317715e-06,,3.426492809765304e-06,,3.6961838761618365e-06,,3.919435978031787e-06,
1807,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.7147957745880577e-06,,2.4721118108820856e-06,,2.8041844373106417e-06,,2.7041382050300257e-06,,3.0973676108974113e-06,,1.9050561617340266e-06,
1808,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,4.3908809555094245e-06,,5.560652796553173e-06,,4.27694447066424e-06,,5.174356646685395e-06,,3.536619365431395e-06,,3.880056076565011e-06,
1809,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.874713801438325e-06,,2.8804928877965726e-06,,2.311661993627908e-06,,3.4570324899048435e-06,,2.9874629031083105e-06,,2.513684834287538e-06,
1810,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,5.534635884019478e-06,,5.91292053902019e-06,,5.243384920134747e-06,,2.7724122124545913e-06,,4.306333734843592e-06,,3.0127432235930477e-06,
1811,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.6681482740375976e-06,,2.2177043439289704e-06,,2.6099221425283214e-06,,1.880671687297707e-06,,2.566494963740933e-06,,2.021710593610658e-06,
1812,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,3.01361620499666e-06,,5.156910153188282e-06,,7.295934894115263e-06,,4.011928090857974e-06,,3.5841903109300516e-06,,3.136906171598813e-06,
1813,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.6810565222592407e-06,,1.4391883579722256e-06,,2.155303521757339e-06,,3.0105200134799597e-06,,3.2490861768606666e-06,,1.916135470336668e-06,
1814,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.5047411132789005e-06,,6.984979726753026e-06,,8.491934586896295e-06,,2.3054865588839495e-06,,3.3647908580926506e-06,,2.307922791374397e-06,
1815,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.1374012983437975e-06,,1.9640954209249137e-06,,2.692540972349042e-06,,2.0398982886941946e-06,,1.947403655213966e-06,,1.6383079769506742e-06,
1816,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,3.6233538791587153e-06,,7.809420722173492e-06,,5.171228422561804e-06,,4.395450996107243e-06,,2.640580985761298e-06,,4.742824632736328e-06,
1817,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.3362554507645484e-06,,2.025255266333485e-06,,2.1972139988192224e-06,,2.7484963234262896e-06,,3.070682307968311e-06,,2.424286153760433e-06,
1818,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.5928189341972016e-06,,5.2193740928250575e-06,,5.2173169806306476e-06,,3.911252002470788e-06,,3.5762702299500693e-06,,3.1402320429753123e-06,
1819,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.40000224335213e-06,,2.066330715008475e-06,,2.0066695435546037e-06,,2.4085090815878804e-06,,2.4264529527040762e-06,,1.9192096091406966e-06,
1820,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,3.8242923819730996e-06,,7.603481347801501e-06,,6.108961342890869e-06,,4.6771237608173515e-06,,2.758761579466063e-06,,4.535804989270808e-06,
1821,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.6391311408112553e-06,,2.408316327589364e-06,,2.0982647403851195e-06,,3.2762732760954173e-06,,2.608376369792475e-06,,2.6912186851288986e-06,
1822,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.623119294523431e-06,,7.064934917177989e-06,,5.553842225891867e-06,,2.982129414074357e-06,,3.5903211879128547e-06,,2.732254228656472e-06,
1823,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.603658283019189e-06,,2.3217185699311552e-06,,1.877020671632749e-06,,2.469319342938121e-06,,2.463935889486815e-06,,2.0272530859997386e-06,
1824,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,6.976260618698474e-06,,3.975705484873466e-06,,5.655873796001681e-06,,3.5703955991914853e-06,,4.622522945956286e-06,,5.6006119728716935e-06,
1825,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.6326688211598096e-06,,2.2987991821418015e-06,,2.6820688536172716e-06,,1.941593325604095e-06,,2.041856539489501e-06,,2.95455950754049e-06,
1826,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.6474728272325815e-06,,4.105435095239357e-06,,5.873241403082069e-06,,2.277309649922026e-06,,3.2825358906594138e-06,,2.1242501331061015e-06,
1827,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,1.7895147968695465e-06,,1.8969835539693201e-06,,1.837877566749038e-06,,1.6190605077633413e-06,,2.4778389685074876e-06,,1.7930651269225173e-06,
1828,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,7.936493198625449e-06,,8.364838213322926e-06,,5.1416632989921525e-06,,3.037403814032635e-06,,5.66411011099673e-06,,3.1432103233339674e-06,
1829,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.484780418120124e-06,,3.370994805260436e-06,,2.322907804026512e-06,,3.2634863559190307e-06,,2.6841747664643424e-06,,4.431551210499264e-06,
1830,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,2.8024991414591427e-06,,2.76714459715502e-06,,8.285365152213396e-06,,2.9991551637827212e-06,,3.2303831698639692e-06,,4.850675912973696e-06,
1831,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.308230316370272e-06,,2.6871044640885016e-06,,1.8669110709219964e-06,,2.2827561433735206e-06,,2.352597670503057e-06,,2.0837656918371858e-06,
1832,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,6.399198688929227e-06,,4.542488209230341e-06,,5.3795175450130565e-06,,4.61583649182766e-06,,3.6673200779686397e-06,,5.753428314907363e-06,
1833,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,3.554544573300412e-06,,3.6987426226344193e-06,,2.923182353147457e-06,,2.8732481787450997e-06,,2.2936654131519827e-06,,3.6377634025861563e-06,
1834,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.3559460221663863e-06,,3.1151748610544435e-06,,5.7780835955776795e-06,,3.1733063186759543e-06,,4.227105026863329e-06,,4.898873718666166e-06,
1835,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.0407004577396034e-06,,2.9079298796533574e-06,,1.8432612616730068e-06,,2.109660763618258e-06,,2.288704937668069e-06,,1.907297564635531e-06,
1836,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,6.126113263906862e-06,,4.727877442401989e-06,,4.741172321535943e-06,,3.2855917699406704e-06,,5.734306224784464e-06,,4.497623702626714e-06,
1837,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.7293867353283398e-06,,2.22093910629221e-06,,1.923524093446411e-06,,2.143731704886542e-06,,2.315303100565108e-06,,2.155902895503106e-06,
1838,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.4783995165909257e-06,,7.101612821688753e-06,,4.7327001795588845e-06,,2.379788029903081e-06,,2.3649531096779993e-06,,3.0126424726945345e-06,
1839,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.061220909697302e-06,,2.1078656491104255e-06,,1.6444621764355692e-06,,2.156436131202125e-06,,2.3555643750152762e-06,,2.5187803793729893e-06,
1840,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,2.7239762727245096e-06,,4.4017166840460605e-06,,5.955028835799712e-06,,4.818347397099117e-06,,5.414773215905197e-06,,3.0413340133612685e-06,
1841,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.4049192523972606e-06,,2.8693763867834454e-06,,2.127306289243807e-06,,3.0604951563236453e-06,,2.39109627093601e-06,,2.5511661793425715e-06,
1842,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,1.6189625382709071e-06,,4.5982408373073765e-06,,6.526561446541714e-06,,3.0534956679289962e-06,,2.9627141147918367e-06,,3.674667992197665e-06,
1843,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.3505461625117304e-06,,2.8087186714314616e-06,,1.6236150021150711e-06,,2.1307297117531043e-06,,2.178462982460494e-06,,2.1743961300134717e-06,
1844,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,3.7902792818480935e-06,,4.618038450949749e-06,,5.620940528942289e-06,,4.949005815826729e-06,,5.945610844301327e-06,,2.9932250390864116e-06,
1845,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.4952278887658895e-06,,2.828923151562661e-06,,1.9957211047569596e-06,,3.0832862302174486e-06,,2.461064152799488e-06,,2.766251012045845e-06,
1846,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.7590117743238233e-06,,5.713539315541489e-06,,5.249897662395087e-06,,2.56718634919841e-06,,2.841321398408797e-06,,3.896685098678497e-06,
1847,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.469718346138443e-06,,2.8973107925682485e-06,,1.6492671385428764e-06,,1.9483738730932162e-06,,2.0081198149422576e-06,,2.0365606521818174e-06,
1848,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,5.668341165964682e-06,,4.887996984307745e-06,,6.34905082062644e-06,,5.3624386867396966e-06,,4.468072032350973e-06,,3.0861685714333224e-06,
1849,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.6734245410159595e-06,,1.914743759996094e-06,,4.839930841702388e-06,,2.309671669112768e-06,,2.403313132524596e-06,,1.933788580251457e-06,
1850,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,4.191428117032418e-06,,3.7647061579622755e-06,,6.426729635590081e-06,,4.253383714748858e-06,,3.810391199277887e-06,,5.717335839873632e-06,
1851,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,5.2223128858355955e-06,,4.30268342904367e-06,,3.362947813784493e-06,,3.126907851046655e-06,,3.2071008469831868e-06,,3.9678931835650854e-06,
1852,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,4.425481591645419e-06,,6.224024674762546e-06,,5.018869550116989e-06,,4.403150659994001e-06,,3.5448731158533147e-06,,3.3669545207961753e-06,
1853,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.860238806292859e-06,,2.5393648816950775e-06,,2.260852740164662e-06,,2.5683868123243673e-06,,2.603120353984501e-06,,2.393722930224168e-06,
1854,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.611657877883301e-06,,3.902023227188148e-06,,5.802433331638607e-06,,3.640151173157564e-06,,4.1663164574033885e-06,,4.873368143907795e-06,
1855,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,5.8154293863314075e-06,,3.752810140732972e-06,,3.2018733221204695e-06,,2.681180982577634e-06,,4.8889629416610155e-06,,3.141054377075148e-06,
1856,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,5.939774234766457e-06,,6.600842070355835e-06,,4.783783093239388e-06,,4.512183496233703e-06,,3.3288521196376948e-06,,3.1524633097496827e-06,
1857,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,3.622440928389128e-06,,3.7080344378818932e-06,,2.5838916756188007e-06,,3.76938691367641e-06,,3.12220999002408e-06,,2.7071951673670914e-06,
1858,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.622065174298098e-06,,3.832981091177481e-06,,6.352357938741344e-06,,3.935791369599255e-06,,3.6961259950624657e-06,,4.947111864378889e-06,
1859,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,5.409952321145421e-06,,3.186884080964443e-06,,3.654662110659142e-06,,3.181284918810766e-06,,5.036722595259053e-06,,2.9786328528819005e-06,
1860,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,8.345427744453492e-06,,4.056390172084297e-06,,4.619739039317212e-06,,5.155470723917804e-06,,5.742894968065219e-06,,2.61043810871495e-06,
1861,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,1.6427477504126547e-06,,1.4348371932325814e-06,,2.447296909693232e-06,,3.0525089417925684e-06,,3.0470567410825316e-06,,1.8934997794608267e-06,
1862,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.3229297754345064e-06,,5.8427840340818036e-06,,6.3115403083362625e-06,,4.465568438450875e-06,,3.2181825036962116e-06,,4.870737380463557e-06,
1863,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,1.9010950446911333e-06,,2.4861050062221784e-06,,3.4233523884369866e-06,,2.3658455596538727e-06,,2.372254344798633e-06,,2.2201192377594806e-06,
1864,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,6.9003872326659546e-06,,4.456820197499576e-06,,4.941564310792512e-06,,4.772569114583878e-06,,3.816520387097556e-06,,3.353486385373275e-06,
1865,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.252490005597921e-06,,2.032352658422741e-06,,2.116133055078589e-06,,3.052460552850538e-06,,2.743098047515568e-06,,2.400506193304596e-06,
1866,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.621027244403153e-06,,6.089573412518405e-06,,6.238823200443951e-06,,4.485225481572414e-06,,3.3339950360150263e-06,,4.822699754131338e-06,
1867,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.0511645144716387e-06,,2.5538181807638233e-06,,2.8125922554524168e-06,,2.525875226945784e-06,,2.6583205523764134e-06,,2.4188253668149096e-06,
1868,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_mic,7.169904922897502e-06,,4.353206727998814e-06,,5.632372209428919e-06,,4.544480995824152e-06,,3.821394502574563e-06,,3.1625403184925214e-06,
1869,AJ_JJasmine_JF37CD_mic_to_Classical_Unknown_piezo,2.710753464537273e-06,,2.3144372669132905e-06,,1.8479602766303992e-06,,3.7355969037698942e-06,,2.7395681738577132e-06,,2.840557482437948e-06,
1870,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_mic,3.49678097946183e-06,,5.391704431391533e-06,,5.983002000043539e-06,,4.024604710194107e-06,,3.49457822045454e-06,,5.0348563209007575e-06,
1871,AJ_JJasmine_JF37CD_piezo_to_Classical_Unknown_piezo,2.0414961098996485e-06,,2.4829096383746905e-06,,3.4733685318421387e-06,,2.508711595398236e-06,,2.532332920728825e-06,,2.4648216910047795e-06,
1872,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.1166103884692354e-06,,5.003500511492471e-06,,4.400340633950613e-06,,2.1045314161259927e-06,,2.6683887068087056e-06,,1.7588162188856195e-06,
1873,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,3.445919009324391e-06,,4.376286861554738e-06,,6.675798969068133e-06,,3.249714233748613e-06,,5.200312325826881e-06,,2.91837245986197e-06,
1874,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,4.298492460671529e-06,,3.83134318300468e-06,,8.415660360811296e-06,,1.5086328440405542e-06,,1.6854705413268719e-06,,2.3518680742650268e-06,
1875,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,2.6284572574489243e-06,,2.59132153983326e-06,,3.486793210963253e-06,,1.8135520545867791e-06,,1.995550290380532e-06,,2.543269424913278e-06,
1876,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.035983574709842e-06,,4.738317757328091e-06,,4.338399296482372e-06,,2.4801987160231685e-06,,3.101361225407502e-06,,1.8504394017586681e-06,
1877,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,4.475145583051607e-06,,2.7424074136703634e-06,,5.683385562730041e-06,,2.8047527140622527e-06,,4.980890376826657e-06,,3.080779440318002e-06,
1878,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,2.840319493902842e-06,,5.6588019718014715e-06,,7.435539895105676e-06,,1.8698938862339324e-06,,1.8046085906039253e-06,,2.666093896866078e-06,
1879,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,2.0236236905638467e-06,,2.1742906497283877e-06,,3.3262463592662565e-06,,1.6760431054772598e-06,,1.7839294629184382e-06,,4.302461642373431e-06,
1880,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.655943666642234e-06,,6.768880937310934e-06,,4.184654846837723e-06,,2.1964004805377764e-06,,2.182842222567446e-06,,1.7500568814896316e-06,
1881,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,4.588488931163259e-06,,2.8834857625320674e-06,,4.862157220647673e-06,,2.203626756637761e-06,,3.71524378056007e-06,,5.125962612305932e-06,
1882,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,2.5897146357454616e-06,,5.619015437567913e-06,,8.213516262132002e-06,,2.094201862256316e-06,,1.7841493838781649e-06,,2.800073443018009e-06,
1883,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,4.951618446584115e-06,,6.4953227022541606e-06,,2.88719006664328e-06,,3.99371597100235e-06,,4.315195183421562e-06,,5.1790474805339486e-06,
1884,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.990587380168446e-06,,7.710295115688491e-06,,5.312786473165446e-06,,1.8702930363826885e-06,,2.4479723519546157e-06,,1.620640445642361e-06,
1885,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,4.172948045149238e-06,,2.4065137288520923e-06,,5.725775156834869e-06,,1.8290761622414454e-06,,4.85760521633897e-06,,3.0051738333147323e-06,
1886,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,7.34062070878936e-06,,7.870913911999822e-06,,9.251565124495106e-06,,2.4651228885546574e-06,,2.572340235614201e-06,,2.090059012010658e-06,
1887,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,3.2962138486133236e-06,,4.17993347007644e-06,,6.412744334305382e-06,,1.9721785770192243e-06,,2.0657344858234927e-06,,3.69407014760104e-06,
1888,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.229849395168152e-06,,5.25219664519459e-06,,5.336057281520026e-06,,1.4947157419631054e-06,,2.350706428035272e-06,,1.5528060324521018e-06,
1889,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,5.651635162753842e-06,,2.6722642745399306e-06,,4.801140030286624e-06,,3.677050072837044e-06,,4.5226348826832056e-06,,3.557154218621689e-06,
1890,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,2.4992022369020564e-06,,5.582107880614933e-06,,5.544062117384607e-06,,2.4254617066582963e-06,,2.098913116570464e-06,,3.936402683879507e-06,
1891,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,4.6006419288700825e-06,,5.554599029188813e-06,,3.6618025648653465e-06,,2.4662438516394694e-06,,2.465876778869974e-06,,5.388197993258178e-06,
1892,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.2879603985142064e-06,,4.308555810293523e-06,,4.367849256000832e-06,,2.198382038901225e-06,,2.7173531715875504e-06,,1.6119769705241987e-06,
1893,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,3.898069659881964e-06,,2.209674168415862e-06,,4.467167537073476e-06,,2.866092138136861e-06,,4.118332520395241e-06,,3.2004512891564532e-06,
1894,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,1.744902103757482e-06,,1.4910119188033572e-06,,2.9149098680906927e-06,,2.7123130004005246e-06,,2.3100420904691604e-06,,4.169094500907855e-06,
1895,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,4.8137499449466306e-06,,6.016819620333414e-06,,3.106178298217597e-06,,2.8283219271852623e-06,,3.8745473647960375e-06,,5.495892989745689e-06,
1896,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.594767107013343e-06,,6.155821078604507e-06,,4.480010735548164e-06,,1.923542474744141e-06,,2.439181692493768e-06,,1.5465214411062907e-06,
1897,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,4.395932572939972e-06,,7.318054440501811e-06,,8.167729652724925e-06,,3.2272998561974365e-06,,5.008354444758843e-06,,5.186685487851256e-06,
1898,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,5.840523660316777e-06,,3.974792825476649e-06,,8.438643956827899e-06,,2.0969974469689395e-06,,1.5539416026876986e-06,,1.503743227212542e-06,
1899,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,3.4285032477174097e-06,,3.2904289814424886e-06,,4.514574503000266e-06,,2.2262073270660986e-06,,2.3608401601750083e-06,,2.6571696806953224e-06,
1900,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.9161519789773953e-06,,5.824976985478747e-06,,4.36103537037154e-06,,2.073810447183578e-06,,2.8197424792647714e-06,,1.4940778914907643e-06,
1901,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,3.1266817310408003e-06,,5.671228601879767e-06,,3.5412761549649602e-06,,3.266707767366786e-06,,5.024960045521991e-06,,2.8064436625046234e-06,
1902,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,6.213253433980369e-06,,4.58808075270402e-06,,6.358900375309955e-06,,1.9758458941933904e-06,,2.302729625460763e-06,,1.678154252763205e-06,
1903,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,3.50905835397591e-06,,3.8037515704785903e-06,,4.539710749638633e-06,,2.3084100581850615e-06,,2.4499421153622756e-06,,2.437538777348553e-06,
1904,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.0952933170465826e-06,,6.021181556187235e-06,,4.870518268074917e-06,,2.2066616116003585e-06,,2.9632659975679617e-06,,1.6140708714839544e-06,
1905,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,2.8648101899421705e-06,,7.3083187395673565e-06,,7.152290545796271e-06,,4.240594230700363e-06,,4.130291121163148e-06,,4.460094960744518e-06,
1906,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,7.943125402358414e-06,,5.585108787399352e-06,,7.004823790142249e-06,,1.7702598181880355e-06,,1.8571012612974665e-06,,1.5433786365698555e-06,
1907,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,3.487807186028627e-06,,3.7571498563203165e-06,,4.666723218373757e-06,,2.4001940715553064e-06,,2.5500339939336574e-06,,2.573770251888176e-06,
1908,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,2.501289745480915e-06,,5.592098823473259e-06,,4.782102353306869e-06,,1.662540239715578e-06,,2.0289801513673185e-06,,1.4738596202222827e-06,
1909,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,2.4365133234577273e-06,,3.915093183019933e-06,,3.7059148450563945e-06,,2.5248651370217148e-06,,4.059535846395955e-06,,2.5961873125184138e-06,
1910,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,4.997573195455083e-06,,4.126490935377942e-06,,6.728745357158968e-06,,1.94347010755557e-06,,1.8806966049470474e-06,,1.8632946389817862e-06,
1911,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,4.20945338759414e-06,,3.7003253524683614e-06,,4.738848858501088e-06,,2.359482060816309e-06,,2.175819349452567e-06,,5.041975265069243e-06,
1912,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.072045197611842e-06,,7.121932838541704e-06,,4.728635569707537e-06,,1.7865367979255484e-06,,2.2620209129412753e-06,,1.4796909198859962e-06,
1913,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,2.54409726326402e-06,,3.6230514364434854e-06,,3.758554437790941e-06,,2.799372941499566e-06,,3.893258089137802e-06,,2.5770113902023694e-06,
1914,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,2.4914172162897066e-06,,3.0539348273545294e-06,,5.328453226358717e-06,,1.8723854735125701e-06,,1.8395966098331797e-06,,2.5078876242253745e-06,
1915,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_piezo,3.967225523777955e-06,,3.803275332146638e-06,,5.18089999014539e-06,,2.1460875614460803e-06,,2.0521707962384563e-06,,4.3433317102912155e-06,
1916,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_mic,3.1107042310579014e-06,,8.618646054594262e-06,,5.351741125413268e-06,,1.9335616813664856e-06,,2.2926307669534985e-06,,1.5658547094059588e-06,
1917,AJ_JJasmine_JF37CD_mic_to_bad_takamine_EG440SC_piezo,3.3107652331931702e-06,,2.4339706681012554e-06,,4.9454483605474825e-06,,3.870243663741897e-06,,4.542700225136959e-06,,2.8413750300873806e-06,
1918,AJ_JJasmine_JF37CD_piezo_to_bad_takamine_EG440SC_mic,4.52772191429523e-06,,3.655108290629856e-06,,7.165228744562257e-06,,2.060194488146262e-06,,1.8870682837062566e-06,,1.6883770123808123e-06,
